Generic,Name,Company,Strength,Price
Econazole Nitrate + Triamcinolone Acetonide,Enazol Plus,Biopharma Laboratories Ltd.,1%+0.1%,33.96
Entecavir,Enbee,Julphar Bangladesh Ltd.,0.5 mg,50.00
Calcitriol,Encatrol,Globe Pharmaceuticals Ltd.,0.25 mcg,10.00
Loratadine,Encilor,Incepta Pharmaceuticals Ltd.,10 mg,3.00
Tranexamic Acid,Enclot,Opsonin Pharma Ltd.,500 mg,15.05
Tranexamic Acid,Enclot,Opsonin Pharma Ltd.,500 mg/5 ml,50.17
Aspirin,Encoprin,Medimet Pharmaceuticals Ltd.,300 mg,N/A
Sodium Valproate,Encorate,Sun Pharmaceutical (Bangladesh) Ltd.,200 mg,3.01
Sodium Valproate,Encorate Chrono,Sun Pharmaceutical (Bangladesh) Ltd.,200 mg,4.51
Sodium Valproate,Encorate Chrono,Sun Pharmaceutical (Bangladesh) Ltd.,300 mg,8.00
Sodium Valproate,Encorate Chrono,Sun Pharmaceutical (Bangladesh) Ltd.,500 mg,12.01
Clindamycin [Oral/Injection],Endamycin,Euro Pharma Ltd.,150 mg,8.00
Clindamycin [Oral/Injection],Endamycin,Euro Pharma Ltd.,300 mg,15.00
Letrozole,Endofree,Incepta Pharmaceuticals Ltd.,2.5 mg,40.00
Cyclophosphamide,Endoxan,Sanofi Bangladesh Ltd.,200 mg/vial,222.63
Cyclophosphamide,Endoxan,Sanofi Bangladesh Ltd.,500 mg/vial,521.76
Cyclophosphamide,Endoxan,Sanofi Bangladesh Ltd.,1 gm/vial,982.38
Cyclophosphamide,Endoxan,Sanofi Bangladesh Ltd.,50 mg,34.36
Sildenafil Citrate,Enegra,Beximco Pharmaceuticals Ltd.,50 mg,30.00
Sildenafil Citrate,Enegra,Beximco Pharmaceuticals Ltd.,100 mg,50.00
Betacarotene + Vitamin C + Vitamin E,Energin,Doctor’s Chemical Works Ltd.,6 mg+200 mg+50 mg,2.50
Hepatitis B Vaccine [rDNA],Engerix-B,GlaxoSmithKline,20 mcg/ml,531.22
Hepatitis B Vaccine [rDNA],Engerix-B,GlaxoSmithKline,10 mcg/0.5 ml,298.81
Sildenafil Citrate,Enigma,Healthcare Pharmacuticals Ltd.,50 mg,33.00
Sildenafil Citrate,Enjofil,Navana Pharmaceuticals Ltd.,50 mg,30.10
Sildenafil Citrate,Enjofil,Navana Pharmaceuticals Ltd.,100 mg,50.15
Imatinib Mesylate,Enliven,Orion Pharma Ltd.,100 mg,125.85
Tenoxicam,Enocam,ACME Laboratories Ltd.,20 mg,8.03
Ceftriaxone,Enocef,Sanofi Bangladesh Ltd.,1 gm/vial,201.35
Ceftriaxone,Enocef,Sanofi Bangladesh Ltd.,1 gm/vial,201.35
Ceftriaxone,Enocef,Sanofi Bangladesh Ltd.,250 mg/vial,100.38
Ceftriaxone,Enocef,Sanofi Bangladesh Ltd.,250 mg/vial,100.38
Ceftriaxone,Enocef,Sanofi Bangladesh Ltd.,500 mg/vial,150.57
Ceftriaxone,Enocef,Sanofi Bangladesh Ltd.,500 mg/vial,150.57
Flucloxacillin Sodium,Enoclox,Modern Pharmaceuticals Ltd.,500 mg,10.54
Flucloxacillin Sodium,Enoclox,Modern Pharmaceuticals Ltd.,125 mg/5 ml,60.00
Fenofibrate,EnoFab,Innova Pharma (Albion Laboratories),200 mg,5.90
Atenolol,Enol,Edruc Ltd.,50 mg,0.77
Enoxaparin Sodium,Enoparin,Popular Pharmaceuticals Ltd.,40 mg/0.4 ml,450.00
Enoxaparin Sodium,Enoparin,Popular Pharmaceuticals Ltd.,60 mg/0.6 ml,500.00
Enoxaparin Sodium,Enoparin,Popular Pharmaceuticals Ltd.,80 mg/0.8 ml,550.00
Vitamin B complex,Enplex-B,Novo Healthcare and Pharma Ltd.,,0.45
Lansoprazole,Enso,Kemiko Pharmaceuticals Ltd.,15 mg,3.01
Lansoprazole,Enso,Kemiko Pharmaceuticals Ltd.,30 mg,5.02
"Protein, Fat, Carbohydrate, Vitamin & Mineral",Ensure Diabetes Care,Abbott Laboratories,,947.00
"Protein, Fat, Carbohydrate, Vitamin & Mineral",Ensure Nutrition,Abbott Laboratories,,738.00
"Protein, Fat, Carbohydrate, Vitamin & Mineral",Ensure Plus,Abbott Laboratories,,848.00
Aluminium Hydroxide + Magnesium Hydroxide,Entacyd,Square Pharmaceuticals Ltd.,250 mg+400 mg,0.80
Aluminium Hydroxide + Magnesium Hydroxide,Entacyd,Square Pharmaceuticals Ltd.,(175 mg+225 mg)/5 ml,64.40
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Entacyd Plus,Square Pharmaceuticals Ltd.,(200 mg+400 mg+30 mg)/5 ml,80.00
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Entacyd Plus,Square Pharmaceuticals Ltd.,400 mg+400 mg+30 mg,2.00
Entecavir,Entavir,Drug International Ltd.,0.5 mg,45.15
Entecavir,Entavir,Drug International Ltd.,1 mg,90.30
Entecavir,Enteca,Renata Limited,0.5 mg,48.00
Bacillus Clausii spores,Enterogermina,Sanofi Bangladesh Ltd.,2 billion/5 ml,55.00
Sacubitril + Valsartan,Entresto,Novartis (Bangladesh) Ltd.,49 mg+51 mg,134.00
Sacubitril + Valsartan,Entresto,Novartis (Bangladesh) Ltd.,97 mg+103 mg,134.00
Sacubitril + Valsartan,Entresto,Novartis (Bangladesh) Ltd.,24 mg+26 mg,55.00
Entecavir,Enviral,Opsonin Pharma Ltd.,0.5 mg,48.18
Entecavir,Enviral,Opsonin Pharma Ltd.,1 mg,90.30
Multivitamin & Multimineral,Envit-M,Ibn-Sina Pharmaceuticals Ltd.,,2.00
Levocarnitine,Envitor,Opsonin Pharma Ltd.,330 mg,5.02
Paracetamol + Caffeine,Enyl Plus,Euro Pharma Ltd.,500 mg+65 mg,2.00
Nystatin (Oral),Enystin,Ethical Drug Ltd.,100000 unit/ml,23.00
Esomeprazole,Epa,Zenith Pharmaceuticals Ltd.,20 mg,4.00
Esomeprazole,Epa,Zenith Pharmaceuticals Ltd.,20 mg,6.50
Nitrazepam,Epam,Opsonin Pharma Ltd.,5 mg,0.75
Chloramphenicol,Epamycetin,Eastern Pharmaceuticals Ltd.,250 mg,2.50
Enoxaparin Sodium,Eparin,Beacon Pharmaceuticals Ltd.,60 mg/0.6 ml,576.73
Aluminium Hydroxide + Magnesium Hydroxide,Epazel,Edruc Ltd.,(175 mg+225 mg)/5 ml,75.00
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,Epazel Plus,Edruc Ltd.,(400 mg+400 mg+30 mg)/5 ml,75.00
Ephedrine Hydrochloride,Ephedrin,Bangladesh Immunity Co,15 mg/5 ml,30.00
Ephedrine Hydrochloride,Ephedrin,Bangladesh Immunity Co,25 mg/5 ml,12.05
Ephedrine Hydrochloride,Ephedrine,Essential Drugs Company Ltd.,15 mg,N/A
Ephedrine Hydrochloride,Ephedrine,Essential Drugs Company Ltd.,30 mg,N/A
Ephedrine Hydrochloride,Ephidin,Popular Pharmaceuticals Ltd.,25 mg/5 ml,25.00
Epirubicin Hydrochloride,Epicin,Techno Drugs Ltd.,2 mg/ml,850.00
Clonazepam,Epiclon,General Pharmaceuticals Ltd.,1 mg,8.00
Clonazepam,Epiclon,General Pharmaceuticals Ltd.,0.5 mg,6.00
Clonazepam,Epiclon,General Pharmaceuticals Ltd.,2 mg,10.00
Ephedrine Hydrochloride,Epidron,Renata Limited,25 mg/5 ml,12.04
Carbamazepine,Epilep,Beximco Pharmaceuticals Ltd.,200 mg,3.51
Carbamazepine,Epilep CR,Beximco Pharmaceuticals Ltd.,200 mg,4.52
Sodium Valproate,Epilim,Sanofi Bangladesh Ltd.,200 mg/5 ml,80.54
Sodium Valproate + Valproic Acid,Epilim Chrono,Sanofi Bangladesh Ltd.,133.2 mg+58 mg,5.02
Sodium Valproate + Valproic Acid,Epilim Chrono,Sanofi Bangladesh Ltd.,199.8 mg+87 mg,8.02
Sodium Valproate + Valproic Acid,Epilim Chrono,Sanofi Bangladesh Ltd.,333 mg+145 mg,12.04
Phenobarbital,Epinal,Square Pharmaceuticals Ltd.,30 mg,0.79
Phenobarbital,Epinal,Square Pharmaceuticals Ltd.,20 mg/5 ml,56.37
Epinastine Hydrochloride,Epinast,Aristopharma Ltd.,0.05%,150.00
Gabapentin,Epipen,Beximco Pharmaceuticals Ltd.,300 mg,18.00
Epirubicin Hydrochloride,Epiruba,Drug International Ltd.,2 mg/ml,"3,600.00"
Epirubicin Hydrochloride,Epirubicin PhaRes,ZAS Corporation,2 mg/ml,"1,420.00"
Epirubicin Hydrochloride,Epirubicin Sandoz,SANDOZ (A Novartis Division),2 mg/ml,783.06
Clonazepam,Episet,Veritas Pharmaceuticals Ltd.,0.5 mg,N/A
Clonazepam,Episet,Veritas Pharmaceuticals Ltd.,2 mg,N/A
Epirubicin Hydrochloride,Episindan,Actavis (BOTS Pvt. Limited),2 mg/ml,915.00
Clonazepam,Epitra,Square Pharmaceuticals Ltd.,0.5 mg,6.00
Clonazepam,Epitra,Square Pharmaceuticals Ltd.,1 mg,8.00
Clonazepam,Epitra,Square Pharmaceuticals Ltd.,2 mg,10.00
Sodium Valproate,Epival Chrono,Innova Pharma (Albion Laboratories),200 mg,5.31
Sodium Valproate,Epival Chrono,Innova Pharma (Albion Laboratories),300 mg,9.44
Sodium Valproate,Epival Chrono,Innova Pharma (Albion Laboratories),500 mg,14.17
Clonazepam,Epizam,Alco Pharma Ltd.,0.5 mg,5.00
Clonazepam,Epizam,Alco Pharma Ltd.,2 mg,8.00
Esomeprazole,Epizol,Nipa Pharmaceuticals Ltd.,40 mg,9.00
Esomeprazole,Epizol,Nipa Pharmaceuticals Ltd.,20 mg,7.00
Iron + Folic acid + Vitamin B complex + Vitamin C,EPL,Globe Pharmaceuticals Ltd.,,3.00
Carbonyl Iron + Folic Acid + Vitamin B Complex + Vitamin C + Zinc,EPL Plus,Globe Pharmaceuticals Ltd.,,3.50
Eplerenone,Epleron,Incepta Pharmaceuticals Ltd.,50 mg,50.00
Eplerenone,Epleron,Incepta Pharmaceuticals Ltd.,25 mg,30.00
Zaleplon,Eplon,Beximco Pharmaceuticals Ltd.,10 mg,10.00
Zaleplon,Eplon,Beximco Pharmaceuticals Ltd.,5 mg,6.00
Clonazepam,Epnil,SANDOZ (A Novartis Division),0.5 mg,7.00
Clonazepam,Epnil,SANDOZ (A Novartis Division),2 mg,12.00
Clonazepam,Epnil,SANDOZ (A Novartis Division),1 mg,8.00
Erythropoietin,Epoetin,Incepta Pharmaceuticals Ltd.,4000 IU,"1,935.00"
Erythropoietin,Epoetin,Incepta Pharmaceuticals Ltd.,2000 IU,"1,025.00"
Erythropoietin,Epoetin,Incepta Pharmaceuticals Ltd.,3000 IU,"1,480.00"
Erythropoietin,Epoetin,Incepta Pharmaceuticals Ltd.,5000 IU,"2,160.00"
Epoetin Alfa [Recombinant Human Erythropoietin],Epomax,Drug International Ltd.,5000 IU,"2,042.00"
Erythropoietin,Eporen,Square Pharmaceuticals Ltd.,3000 IU,"1,454.37"
Erythropoietin,Eporen,Square Pharmaceuticals Ltd.,5000 IU,"2,106.32"
Etoposide,Eposide,Techno Drugs Ltd.,100 mg/5 ml,400.00
Etoposide,Eposide,Techno Drugs Ltd.,50 mg,75.00
Etoposide,Eposin,Pharmachemie BV,100 mg/5 ml,560.00
Erythropoietin,Eposis,Beacon Pharmaceuticals Ltd.,2000 IU,"1,028.08"
Erythropoietin,Eposis,Beacon Pharmaceuticals Ltd.,3000 IU,"1,484.45"
Erythropoietin,Eposis,Beacon Pharmaceuticals Ltd.,5000 IU,"2,166.50"
Erythropoietin,Eposis,Beacon Pharmaceuticals Ltd.,10000 IU,"4,000.00"
Erythropoietin,Eposis,Beacon Pharmaceuticals Ltd.,4000 IU,"1,935.80"
Cefpodoxime Proxetil,Epoxim,Peoples Pharma Ltd.,100 mg,20.00
Cefpodoxime Proxetil,Epoxim,Peoples Pharma Ltd.,200 mg,35.00
Cefpodoxime Proxetil,Epoxim,Peoples Pharma Ltd.,40 mg/5 ml,98.00
Escitalopram,Epram,Innova Pharma (Albion Laboratories),5 mg,6.50
Escitalopram,Epram,Innova Pharma (Albion Laboratories),10 mg,11.81
Esomeprazole,Eprazol,Labaid Pharma Ltd.,40 mg,10.03
Esomeprazole,Eprazol,Labaid Pharma Ltd.,20 mg,7.02
Eperisone Hydrochloride,Eprel,Orion Pharma Ltd.,50 mg,3.01
Epoetin Alfa [Recombinant Human Erythropoietin],Eprex,Unimed Unihealth MFG. Ltd.,3000 IU,"1,647.74"
Epoetin Alfa [Recombinant Human Erythropoietin],Eprex,Unimed Unihealth MFG. Ltd.,2000 IU,"1,619.33"
Epoetin Alfa [Recombinant Human Erythropoietin],Eprex,Unimed Unihealth MFG. Ltd.,4000 IU,"2,982.98"
Epoetin Alfa [Recombinant Human Erythropoietin],Eprex,Unimed Unihealth MFG. Ltd.,10000 IU,"5,250.60"
Primrose Oil,Eprim,Square Pharmaceuticals Ltd.,500 mg,7.00
Primrose Oil,Eprim Plus,Square Pharmaceuticals Ltd.,1000 mg,12.00
Clobazam,Epson,Zenith Pharmaceuticals Ltd.,10 mg,2.80
Streptokinase,Eptase,Beacon Pharmaceuticals Ltd.,1.5 million unit,"4,500.00"
Conjugated Estrogens,Equin,Laboratorio Aldo-Union,0.625 mg,16.07
Urea [10%],Equra,Square Pharmaceuticals Ltd.,10%,30.20
Ceftriaxone,Eracef,Popular Pharmaceuticals Ltd.,250 mg/vial,100.00
Ceftriaxone,Eracef,Popular Pharmaceuticals Ltd.,500 mg/vial,130.00
Ceftriaxone,Eracef,Popular Pharmaceuticals Ltd.,1 gm/vial,190.00
Ceftriaxone,Eracef,Popular Pharmaceuticals Ltd.,500 mg/vial,130.00
Ceftriaxone,Eracef,Popular Pharmaceuticals Ltd.,1 gm/vial,190.00
Ceftriaxone,Eracef,Popular Pharmaceuticals Ltd.,2 gm/vial,301.14
Phenoxymethyl Penicillin [Penicillin V],Eracillin-K,Gaco Pharmaceuticals Ltd.,250 mg,1.48
Phenoxymethyl Penicillin [Penicillin V],Eracillin-K,Gaco Pharmaceuticals Ltd.,125 mg/5 ml,18.21
Loratadine,Eradex,Doctor’s Chemical Works Ltd.,10 mg,3.73
Lifitegrast,Eradra,General Pharmaceuticals Ltd.,5%,"1,800.00"
Cefixime Trihydrate,Erafix,Virgo Pharmaceuticals Ltd.,400 mg,45.00
Cefixime Trihydrate,Erafix,Virgo Pharmaceuticals Ltd.,200 mg,30.00
Cefixime Trihydrate,Erafix,Virgo Pharmaceuticals Ltd.,100 mg/5 ml,120.00
Chlorpheniramine Maleate,Eramin,Pharmadesh Laboratories Ltd.,4 mg,0.20
Chlorpheniramine Maleate,Eramin,Pharmadesh Laboratories Ltd.,2 mg/5 ml,11.70
Aspirin,Eras,Unimed Unihealth MFG. Ltd.,75 mg,0.58
Aspirin,Erasprin,Unimed Unihealth MFG. Ltd.,75 mg,0.57
Levetiracetam,Erata,SANDOZ (A Novartis Division),250 mg,16.25
Levetiracetam,Erata,SANDOZ (A Novartis Division),500 mg,30.30
Flupentixol + Melitracen,Eraxit,Pharmasia Limited,0.5 mg+10 mg,5.00
Esomeprazole,Erazole,Kemiko Pharmaceuticals Ltd.,20 mg,5.02
Esomeprazole,Erazole,Kemiko Pharmaceuticals Ltd.,40 mg,10.03
Esomeprazole,Erazole,Kemiko Pharmaceuticals Ltd.,20 mg,7.02
Esomeprazole,Erazole,Kemiko Pharmaceuticals Ltd.,40 mg,8.03
Erdosteine,Erdolyt,Ziska Pharmaceuticals Ltd.,300 mg,15.00
Diclofenac Sodium,Erdon,Aristopharma Ltd.,1.16% w/w,100.00
Diclofenac Sodium,Erdon,Aristopharma Ltd.,50 mg,15.00
Diclofenac Sodium,Erdon TR,Aristopharma Ltd.,100 mg,3.00
Erdosteine,Erdostin,NIPRO JMI Pharma Ltd.,300 mg,15.00
Tadalafil,Erectomed,MedRx Life Science Ltd.,20 mg,75.00
Tadalafil,Erectomed,MedRx Life Science Ltd.,10 mg,50.00
Tadalafil,Erectus,Concord Pharmaceuticals Ltd.,10 mg,35.00
Tadalafil,Erectus,Concord Pharmaceuticals Ltd.,20 mg,60.00
Yohimbine Hydrochloride,Eredex,Square Pharmaceuticals Ltd.,5.4 mg,30.00
Ergometrine Maleate,Ergometrine,Essential Drugs Company Ltd.,0.125 mg,0.58
Ergometrine Maleate,Ergometrine,Essential Drugs Company Ltd.,0.2 mg,25.00
Ergometrine Maleate,Ergometrine,Essential Drugs Company Ltd.,0.2 mg/ml,6.97
Aesculin + Cinchocaine + Hydrocortisone + Framycetin Sulphate,Erian,Square Pharmaceuticals Ltd.,(10 mg+5 mg+5 mg+10.5 mg)/gm,80.00
Aesculin + Cinchocaine + Hydrocortisone + Framycetin Sulphate,Erian,Square Pharmaceuticals Ltd.,(10 mg+5 mg+5 mg+10 mg)/gm,8.03
Domperidone Maleate,Eridon,Doctor’s Chemical Works Ltd.,10 mg,2.00
Domperidone Maleate,Eridon,Doctor’s Chemical Works Ltd.,5 mg/5 ml,25.00
Erlotinib,Erlocent,Incepta Pharmaceuticals Ltd.,100 mg,550.00
Erlotinib,Erlocent,Incepta Pharmaceuticals Ltd.,150 mg,700.00
Erlotinib,Erlonix,Beacon Pharmaceuticals Ltd.,100 mg,600.00
Erlotinib,Erlonix,Beacon Pharmaceuticals Ltd.,150 mg,750.00
Erlotinib,Erloren,Renata Limited,150 mg,750.00
Erlotinib,Erloren,Renata Limited,100 mg,600.00
Erlotinib,Erlotin,Healthcare Pharmacuticals Ltd.,150 mg,"1,000.00"
Erlotinib,Erlotin,Healthcare Pharmacuticals Ltd.,100 mg,750.00
Erythromycin (Oral),Ermac,Opsonin Pharma Ltd.,125 mg/5 ml,84.73
Permethrin,Ermite,Jayson Pharma Ltd.,5% w/w,40.27
Erythromycin (Oral),ERO,Hudson Pharmaceuticals Ltd.,125 mg/5 ml,60.00
Erythromycin (Oral),Erocin,ACME Laboratories Ltd.,250 mg,5.18
Erythromycin (Oral),Erocin,ACME Laboratories Ltd.,500 mg,10.35
Erythromycin (Oral),Erocin,ACME Laboratories Ltd.,125 mg/5 ml,84.75
Erythromycin (Oral),Erode,United Chemicals & Pharmaceuticals Ltd.,125 mg/5 ml,70.17
Ibuprofen,Erofen,Edruc Ltd.,400 mg,1.35
Etoricoxib,Eroflam,Orion Pharma Ltd.,60 mg,7.02
Etoricoxib,Eroflam,Orion Pharma Ltd.,90 mg,12.04
Erythromycin (Oral),Erom,Kemiko Pharmaceuticals Ltd.,250 mg,4.87
Erythromycin (Oral),Erom,Kemiko Pharmaceuticals Ltd.,500 mg,8.63
Erythromycin (Oral),Erom,Kemiko Pharmaceuticals Ltd.,125 mg/5 ml,69.50
Erythromycin (Oral),Eromac,General Pharmaceuticals Ltd.,125 mg/5 ml,61.23
Erythromycin (Oral),Eromed,Aexim Pharmaceuticals Ltd.,125 mg/5 ml,55.00
Erythromycin (Oral),Eromycin,Square Pharmaceuticals Ltd.,250 mg,5.18
Erythromycin (Oral),Eromycin,Square Pharmaceuticals Ltd.,125 mg/5 ml,69.53
Erythromycin (Oral),Eromycin,Square Pharmaceuticals Ltd.,200 mg/5 ml,60.40
Erythromycin (Lotion),Eromycin,Square Pharmaceuticals Ltd.,3%,120.37
Erythromycin (Oral),Eromycin DS,Square Pharmaceuticals Ltd.,500 mg,10.35
Erlotinib,Eronib,Drug International Ltd.,150 mg,700.00
Erythromycin (Oral),Erosa,Biopharma Laboratories Ltd.,250 mg,4.52
Erythromycin (Oral),Erosa,Biopharma Laboratories Ltd.,500 mg,8.00
Erythromycin (Oral),Erosa,Biopharma Laboratories Ltd.,125 mg/5 ml,54.95
Erythromycin (Oral),Erosite,Sharif Pharmaceuticals Ltd.,125 mg/5 ml,69.53
Erythromycin (Oral),Errin,Radiant Pharmaceuticals Ltd.,125 mg/5 ml,60.18
Erlotinib,Ertinib,Aristopharma Ltd.,100 mg,550.00
Erlotinib,Ertinib,Aristopharma Ltd.,150 mg,700.00
Epirubicin Hydrochloride,Erubin,Beacon Pharmaceuticals Ltd.,2 mg/ml,915.00
Erythromycin (Oral),Ery,Alco Pharma Ltd.,500 mg,10.33
Erythromycin (Oral),Ery,Alco Pharma Ltd.,250 mg,5.17
Erythromycin (Oral),Ery,Alco Pharma Ltd.,125 mg/5 ml,82.01
Erythromycin (Oral),Erybac,Drug International Ltd.,250 mg,4.05
Erythromycin (Oral),Erybac,Drug International Ltd.,500 mg,8.05
Erythromycin (Oral),Erybac,Drug International Ltd.,125 mg/5 ml,60.20
Erythromycin (Oral),Erylin,Cosmic Pharma Ltd.,125 mg/5 ml,60.00
Erythromycin (Oral),Erymex,Ibn-Sina Pharmaceuticals Ltd.,500 mg,10.25
Erythromycin (Oral),Erymex,Ibn-Sina Pharmaceuticals Ltd.,125 mg/5 ml,84.50
Erythromycin (Oral),Erynet,Bristol Pharmaceuticals Ltd.,125 mg/5 ml,60.00
Erythromycin (Oral),Eryseem,Seema Pharmaceuticals Ltd.,125 mg/5 ml,56.00
Erythromycin (Oral),Eryseem-500,Seema Pharmaceuticals Ltd.,500 mg,8.00
Erythromycin (Oral),Eryth,Marksman Pharmaceuticals Ltd.,125 mg/5 ml,55.00
Erythromycin (Oral),Erythin,ACI Limited,125 mg/5 ml,61.47
Erythromycin (Oral),Erythro,Medicon Pharmaceuticals Ltd.,125 mg/5 ml,69.31
Erythromycin (Oral),Erythromycin-A,Ad-din pharmaceuticals Ltd.,125 mg/5 ml,60.00
Erythromycin (Oral),Erythrox,Renata Limited,125 mg/5 ml,69.31
Erythromycin (Oral),Eryzen,Zenith Pharmaceuticals Ltd.,250 mg,4.38
Erythromycin (Oral),Eryzen,Zenith Pharmaceuticals Ltd.,500 mg,8.66
Erythromycin (Oral),Eryzen,Zenith Pharmaceuticals Ltd.,125 mg/5 ml,57.02
Amino Acid + D-Sorbitol + Electrolytes,Esamin,Monicopharma Ltd.,5%,350.00
Esomeprazole,Escap,Sanofi Bangladesh Ltd.,20 mg,8.00
Esomeprazole,Escap,Sanofi Bangladesh Ltd.,40 mg,12.00
Esomeprazole,Esigerd,United Chemicals & Pharmaceuticals Ltd.,20 mg,5.00
Escitalopram,Esipram,Incepta Pharmaceuticals Ltd.,5 mg,5.50
Escitalopram,Esipram,Incepta Pharmaceuticals Ltd.,10 mg,10.00
Escitalopram,Esita,Healthcare Pharmacuticals Ltd.,5 mg,7.00
Escitalopram,Esita,Healthcare Pharmacuticals Ltd.,10 mg,12.00
Eslicarbazepine Acetate,Eslicar,Square Pharmaceuticals Ltd.,400 mg,35.11
Allopurinol,Esloric,Square Pharmaceuticals Ltd.,100 mg,4.03
Esomeprazole,Esmax,Concord Pharmaceuticals Ltd.,20 mg,5.00
Esomeprazole,Esmax,Concord Pharmaceuticals Ltd.,20 mg,7.00
Esomeprazole,Esmax,Concord Pharmaceuticals Ltd.,40 mg,8.02
Esomeprazole,Esmogel,Biogene Pharma Ltd.,20 mg,6.50
Esomeprazole,Esmosec,Techno Drugs Ltd.,20 mg,4.94
Esomeprazole,Esmotac,Gaco Pharmaceuticals Ltd.,20 mg,4.02
Esomeprazole,Esmotac,Gaco Pharmaceuticals Ltd.,40 mg,7.03
Esomeprazole,ESO,Asiatic Laboratories Ltd.,20 mg,5.00
Esomeprazole,ESO,Asiatic Laboratories Ltd.,40 mg,8.00
Esomeprazole,Esoben,Benham Pharmaceuticals Ltd.,20 mg,7.00
Esomeprazole,Esoben,Benham Pharmaceuticals Ltd.,40 mg,9.00
Esomeprazole,Esoben,Benham Pharmaceuticals Ltd.,20 mg,5.00
Esomeprazole,Esoben,Benham Pharmaceuticals Ltd.,40 mg,8.00
Esomeprazole,Esoben,Benham Pharmaceuticals Ltd.,20 mg,10.00
Esomeprazole,Esobest,Sharif Pharmaceuticals Ltd.,20 mg,5.00
Esomeprazole,Esobest,Sharif Pharmaceuticals Ltd.,20 mg,7.00
Esomeprazole,Esobest,Sharif Pharmaceuticals Ltd.,40 mg,10.00
Esomeprazole,Esobest,Sharif Pharmaceuticals Ltd.,40 mg,8.00
Esomeprazole,Esobest,Sharif Pharmaceuticals Ltd.,20 mg,10.00
Esomeprazole,Esobest,Sharif Pharmaceuticals Ltd.,40 mg,14.00
Esomeprazole,Esocare,Novelta Bestway Pharmaceuticals Ltd.,20 mg,6.00
Esomeprazole,Esocare,Novelta Bestway Pharmaceuticals Ltd.,40 mg,9.00
Esomeprazole,Esocon,Biopharma Laboratories Ltd.,20 mg,6.00
Esomeprazole,Esocon,Biopharma Laboratories Ltd.,40 mg,9.00
Esomeprazole,Esocon,Biopharma Laboratories Ltd.,40 mg/vial,64.97
Esomeprazole,Esoflux,Centeon Pharma Ltd.,20 mg,7.00
Esomeprazole,Esoflux,Centeon Pharma Ltd.,40 mg,10.01
Esomeprazole,Esofour,Innova Pharma (Albion Laboratories),20 mg,9.44
Esomeprazole,Esofour,Innova Pharma (Albion Laboratories),20 mg,7.08
Esomeprazole,Esofour,Innova Pharma (Albion Laboratories),40 mg,11.81
Esomeprazole,Esofour,Innova Pharma (Albion Laboratories),40 mg,10.63
Esomeprazole,Esogap,Euro Pharma Ltd.,40 mg,9.00
Esomeprazole,Esogap,Euro Pharma Ltd.,40 mg/vial,100.00
Esomeprazole,Esogap,Euro Pharma Ltd.,20 mg,6.00
Esomeprazole,Esogap,Euro Pharma Ltd.,20 mg,5.00
Esomeprazole,Esogap,Euro Pharma Ltd.,40 mg,8.00
Esomeprazole,Esogel,Organic Health Care,20 mg,6.50
Esomeprazole,Esogel,Organic Health Care,40 mg,9.00
Domperidone Maleate,Esogut,Biopharma Laboratories Ltd.,10 mg,2.50
Domperidone Maleate,Esogut,Biopharma Laboratories Ltd.,5 mg/5 ml,27.98
Domperidone Maleate,Esogut,Biopharma Laboratories Ltd.,5 mg/ml,19.98
Esomeprazole,Esolin,Rephco Pharmaceuticals Ltd.,20 mg,5.00
Esomeprazole,Esolin,Rephco Pharmaceuticals Ltd.,40 mg,6.00
Esomeprazole,Esolok,Ibn-Sina Pharmaceuticals Ltd.,20 mg,7.00
Esomeprazole,Esolok,Ibn-Sina Pharmaceuticals Ltd.,40 mg,8.00
Esomeprazole,Esolok,Ibn-Sina Pharmaceuticals Ltd.,20 mg,5.00
Esomeprazole,Esolok,Ibn-Sina Pharmaceuticals Ltd.,40 mg,8.00
Esomeprazole,Esolok,Ibn-Sina Pharmaceuticals Ltd.,40 mg/vial,100.00
Esomeprazole,Esom-E,Edruc Ltd.,20 mg,5.00
Esomeprazole,Esomenta,Julphar Bangladesh Ltd.,20 mg,7.00
Esomeprazole,Esomenta,Julphar Bangladesh Ltd.,40 mg,10.01
Esomeprazole,Esomep,ACI Limited,20 mg,5.02
Esomeprazole,Esomep,ACI Limited,40 mg,8.02
Esomeprazole,Esomep,ACI Limited,20 mg,7.02
Esomeprazole,Esomep,ACI Limited,40 mg,9.03
Esomeprazole,Esomep,ACI Limited,40 mg/vial,90.27
Esomeprazole,Esomiloc,Kumudini Pharma Ltd.,20 mg,5.00
Esomeprazole,Esomiloc,Kumudini Pharma Ltd.,20 mg,7.00
Esomeprazole,Esomiloc,Kumudini Pharma Ltd.,40 mg,10.00
Esomeprazole,Esomiloc,Kumudini Pharma Ltd.,40 mg,8.00
Esomeprazole,Esomium,Social Marketing Company,20 mg,6.00
Esomeprazole,Esomium,Social Marketing Company,40 mg,9.00
Esomeprazole,Esomo,Amulet Pharmaceuticals Ltd.,20 mg,6.02
Esomeprazole,Esomo,Amulet Pharmaceuticals Ltd.,40 mg,8.03
Esomeprazole,Esomups,Julphar Bangladesh Ltd.,20 mg,10.01
Esomeprazole,Esomups,Julphar Bangladesh Ltd.,40 mg,13.99
